STATE_FDID,STATE,FDID,DEPT_NAME,DEPT_TYPE,TOTAL_INCIDENTS,FIRE_INCIDENTS,STRUCTURE_FIRES,EMS_INCIDENTS,RESPONSE_TIME_AVG,CONTAINMENT_RATE,PROP_LOSS_ADJ,PROP_LOSS_USD,TOTAL_FF,FF_PER_1000_INC,STATIONS,STA_PER_1000,CAREER_PCT,CIV_CAS_PER_1000,FF_INJ_PER_1000,DATA_QUALITY,PEER_GROUP,RESP_NP,CONT_NP,PL_NP,FF1000_NP,RESP_PP,CONT_PP,PL_PP,FF1000_PP
GA-2509,GA,2509,Savannah Fire Emergency Serv,Career,1461,651,254,0,6.4452,63.7097,12.0112,2938631.0,199,136.2081,,,100.0,12.2888,0.0,100,S,98.2258,73.0476,69.8083,49.031,98.8615,66.2214,49.7758,66.8561
GA-9204,GA,9204,Valdosta Fire Dept,Career,619,241,97,0,8.7956,65.0,2.1226,727673.0,107,172.8595,7,11.3086,100.0,4.1494,12.4481,100,S,92.7197,73.5312,88.4418,51.9053,86.7173,70.5153,84.9776,77.4621
GA-14601,GA,14601,Walker County Emergency Svcs,Volunteer,840,252,61,0,19.5334,48.9796,30.2896,1133031.0,252,300.0,,,0.7937,0.0,0.0,100,S,39.2269,52.0136,50.7696,61.1323,5.8824,30.2481,26.9058,93.9394
GA-14701,GA,14701,Walton county Fire Rescue,Career,545,205,69,0,18.4677,39.3939,38.4584,1417000.0,135,247.7064,,,100.0,9.7561,0.0,100,S,44.1991,44.8334,44.7745,57.3544,8.1594,13.4542,19.2825,88.2576
GA-7609,GA,7609,Warner Robins Fire Department,Career,786,237,93,0,10.1977,57.5758,53.2127,988106.0,116,147.5827,7,8.9059,100.0,0.0,0.0,100,S,87.1913,68.1692,35.4577,49.8857,66.9829,50.6679,11.8834,68.5606
GA-15501,GA,15501,Whitfield County Fire Departme,Volunteer,779,330,109,0,10.2317,38.0282,27.8757,6390879.0,121,155.3273,10,12.837,33.8843,33.3333,3.0303,100,S,87.1135,44.2472,53.0381,50.4682,66.6034,11.2595,29.148,70.4545
HI-51000,HI,51000,Hawaii Fire Department,Combo,1448,1084,379,0,19.4801,23.2558,80.5832,6053080.0,0,0.0,,,,6.4576,0.9225,100,S,39.4327,29.2641,23.0354,20.1551,6.2619,1.7176,4.7085,25.6629
HI-53000,HI,53000,Kauai County Fire Department,Career,504,441,88,0,12.5943,53.125,91.6261,1421356.0,122,242.0635,7,13.8889,100.0,2.2676,185.941,100,S,74.9666,64.7049,19.0116,56.8481,38.8994,40.0763,3.139,87.6894
HI-54000,HI,54000,Maui Fire Department,Career,1300,898,108,0,18.3093,54.1667,19.1387,941300.0,230,176.9231,13,10.0,100.0,0.0,0.0,100,S,44.8276,65.2514,61.4097,52.2265,8.5389,42.0802,36.5471,78.4091
IA-57003,IA,57003,CEDAR RAPIDS FIRE DEPT,Combo,1000,403,208,0,9.7313,64.6552,2.367,2779423.0,0,0.0,,,,42.1836,4.9628,100,S,89.2659,73.3325,87.7262,20.1551,73.6243,68.7023,83.6323,25.6629
IA-78004,IA,78004,COUNCIL BLUFFS FIRE DEPT,Combo,505,178,23,0,11.2753,77.7778,0.0,0.0,0,0.0,,,,0.0,11.236,100,S,81.8576,84.0034,98.9603,20.1551,52.5617,92.9389,99.6637,25.6629
IA-82004,IA,82004,DAVENPORT FIRE DEPT,Combo,627,270,105,0,7.7635,63.5417,17.7187,4767236.0,0,0.0,,,,7.4074,3.7037,100,S,95.8176,72.7562,62.6789,20.1551,95.4459,65.8397,38.565,25.6629
IA-77008,IA,77008,DES MOINES FIRE DEPT,Career,1386,592,74,0,10.0263,73.3333,1.5761,624050.0,286,206.3492,,,100.0,0.0,1.6892,100,S,87.9978,80.9697,90.2376,54.3386,69.4497,87.8817,89.0135,83.3333
IA-31007,IA,31007,DUBUQUE FIRE DEPT,Combo,503,125,66,0,8.4218,80.7692,3.0145,780244.0,0,0.0,,,,48.0,24.0,100,S,94.0267,85.6064,85.8088,20.1551,91.4611,95.4198,78.9238,25.6629
IA-97013,IA,97013,SIOUX CITY FIRE DEPT,Career,617,231,83,0,12.0641,54.386,16.1808,1313150.0,118,191.248,,,100.0,0.0,0.0,100,S,77.7308,65.3044,64.5963,53.2063,43.074,42.9389,41.9283,80.303
IA-7009,IA,7009,WATERLOO FIRE DEPT,Combo,518,260,114,0,9.6437,46.6667,4.8082,1095250.0,0,0.0,,,,0.0,0.0,100,S,89.5773,51.3181,81.5555,20.1551,74.7628,25.0,71.3004,25.6629
ID-1100,ID,1100,Boise Fire Department,Career,1218,525,208,0,11.9874,55.0,14.1949,8014010.0,246,201.9704,17,13.9573,100.0,17.1429,19.0476,100,S,78.1591,65.7713,66.8512,54.0229,43.6433,44.8473,43.9462,82.197
ID-19101,ID,19101,Idaho Falls Fire Department,Career,558,209,69,0,12.3807,55.5556,15.2732,2237500.0,107,191.7563,6,10.7527,100.0,9.5694,0.0,100,S,76.0845,66.1489,65.7035,53.239,40.6072,45.8015,42.6009,80.4924
ID-27101,ID,27101,Nampa Fire Protection District,Career,513,234,69,0,16.0947,48.9796,2.4593,2074400.0,80,155.9454,5,9.7466,100.0,34.188,4.2735,100,S,55.8565,52.0136,87.5236,50.5389,14.2315,30.2481,82.9596,71.0227
IL-KA121,IL,KA121,AURORA FD,Career,1103,336,143,0,10.6621,59.1549,23.2507,4739235.0,185,167.7244,,,100.0,8.9286,17.8571,100,S,85.0,68.868,57.3184,51.5133,61.1006,54.9618,32.7354,75.1894
IL-SG141,IL,SG141,BELLEVILLE FD,Career,679,180,88,0,8.9012,43.3962,45.8058,2353977.0,63,92.7835,13,19.1458,100.0,0.0,0.0,100,S,92.2692,49.2681,39.9811,46.2983,84.2505,18.5115,15.2466,58.3333
IL-MK141,IL,MK141,BLOOMINGTON FD,Career,528,178,67,0,8.5543,91.8919,18.4507,211260.0,89,168.5606,,,100.0,39.3258,5.618,100,S,93.5984,87.8916,62.0038,51.5623,89.9431,98.6641,37.8924,75.3788
IL-CS271,IL,CS271,CALUMET CITY FD,Career,1218,900,776,0,8.7436,38.7097,0.5107,1714350.0,46,37.7668,,,100.0,1.1111,0.0,100,S,92.9088,44.6877,94.68,42.6728,87.4763,12.9771,96.1883,52.6515
IL-CD131,IL,CD131,CHAMPAIGN FD,Career,692,271,124,0,9.8669,51.1111,2.0411,1247093.0,75,108.3815,,,100.0,0.0,36.9004,100,S,88.7097,63.9995,88.5633,47.2564,71.7268,36.2595,85.426,61.3636
IL-VA161,IL,VA161,DANVILLE FD,Career,522,139,91,0,26.0553,60.2564,2.0314,718312.0,60,114.9425,,,100.0,7.1942,14.3885,100,S,16.5128,71.034,88.6038,47.6184,1.518,57.6336,85.6502,63.0682
IL-MA111,IL,MA111,DECATUR FD,Career,1200,454,270,0,8.832,51.6129,11.2728,2930193.0,116,96.6667,7,5.8333,100.0,6.6079,15.4185,100,S,92.5918,64.1353,70.9965,46.5324,85.7685,37.9771,51.5695,59.0909
IL-SG211,IL,SG211,EAST ST LOUIS FD,Career,540,401,162,0,8.4423,20.202,59.6375,1217623.0,58,107.4074,,,100.0,2.4938,0.0,100,S,93.9544,28.4427,32.1226,47.2128,91.0816,0.9542,9.6413,61.1742
IL-KA191,IL,KA191,ELGIN FD,Career,654,278,116,0,8.5497,69.4915,3.376,2429305.0,107,163.6086,,,100.0,32.3741,25.1799,100,S,93.6263,79.0422,84.7826,51.1432,90.1328,81.1069,76.2332,73.1061
IL-WG221,IL,WG221,JOLIET FD,Career,873,311,124,0,9.2892,64.2857,51.5873,1279432.0,143,163.803,,,100.0,0.0,0.0,100,S,90.9789,73.2165,36.3219,51.1595,80.0759,68.1298,13.2287,73.4848
IL-DD132,IL,DD132,NAPERVILLE FD,Career,638,236,91,0,8.5937,55.5556,6.992,3553132.0,186,291.5361,10,15.674,100.0,12.7119,0.0,100,S,93.5317,66.1489,77.3427,60.4845,89.7533,45.8015,64.1256,92.9924
IL-CS132,IL,CS132,ORLAND FPD,Career,542,313,209,0,8.825,65.0,30.1649,450000.0,93,171.5867,,,100.0,3.1949,3.1949,100,S,92.6251,73.5312,50.8777,51.8073,86.148,70.5153,27.13,76.7045
IL-PA111,IL,PA111,PEORIA FD,Career,1369,753,498,0,8.4098,50.5319,0.6373,6440758.0,191,139.5179,,,100.0,46.4807,13.2802,100,S,94.0545,63.8836,94.1939,49.2161,91.6509,34.3511,95.0673,67.2348
IL-AA211,IL,AA211,QUINCY FD,Career,515,166,104,0,6.619,50.7246,4.5049,2225820.0,66,128.1553,,,100.0,6.0241,42.1687,100,S,98.0339,63.9167,82.1766,48.4322,98.482,35.0191,71.9731,65.1515
IL-WJ111,IL,WJ111,ROCKFORD FD,Career,1465,601,301,0,8.7129,60.452,5.324,4448600.0,231,157.6792,,,100.0,23.2945,24.9584,100,S,93.0033,71.0539,80.3673,50.6641,87.666,57.8244,68.6099,71.7803
IL-SB111,IL,SB111,Springfield FD,Career,1699,643,243,0,29.1479,46.6019,0.7245,6953246.0,205,120.6592,,,100.0,18.6625,23.3281,100,S,10.2392,51.2387,93.8023,47.9804,0.3795,24.8092,94.843,63.8258
IL-LA401,IL,LA401,WAUKEGAN FD,Career,536,286,133,0,13.322,63.9344,1.4743,3312764.0,91,169.7761,,,100.0,20.979,24.4755,100,S,71.0567,73.0741,90.5212,51.644,33.5863,66.9847,89.4619,75.947
IN-48002,IN,48002,Anderson FD,Career,657,403,95,0,9.3824,41.8182,28.2518,1093020.0,130,197.8691,7,10.6545,100.0,2.4814,0.0,100,S,90.5339,47.728,52.606,53.5983,78.5579,16.0305,28.4753,81.25
IN-20006,IN,20006,Elkhart FD,Career,512,259,100,0,8.998,50.9091,18.5842,2711223.0,145,283.2031,8,15.625,97.931,38.61,30.888,100,S,91.9577,63.9465,61.9363,59.8312,82.7324,35.4962,37.6682,91.6667
IN-82001,IN,82001,Evansville FD,Career,1358,459,95,0,6.0663,57.5,1.3703,833850.0,274,201.7673,14,10.3093,100.0,4.3573,0.0,100,S,98.6707,68.1427,90.9398,53.9956,99.4307,50.2863,89.9103,82.0076
IN-2005,IN,2005,Fort Wayne FD,Career,1661,718,255,0,9.4869,61.413,,73500.0,351,211.3185,24,14.4491,100.0,20.8914,12.5348,100,S,90.1557,71.3652,,54.7142,77.2296,60.4962,,84.4697
IN-45007,IN,45007,Gary FD,Combo,971,551,252,0,16.5427,38.4615,30.5952,1114919.0,0,0.0,,,,0.0,0.0,100,S,53.5317,44.5055,50.5401,20.1551,13.4725,12.2137,26.4574,25.6629
IN-45010,IN,45010,Hammond FD,Career,522,214,63,0,8.0541,19.3548,,432504.0,180,344.8276,7,13.41,100.0,0.0,0.0,100,S,95.0779,26.5748,,63.6255,93.1689,0.7634,,96.4015
IN-34005,IN,34005,Kokomo FD,Career,536,326,103,0,11.0497,53.8462,37.671,1811900.0,121,225.7463,5,9.3284,100.0,0.0,0.0,100,S,83.1368,65.0924,45.2201,55.7431,55.408,41.2214,20.1794,86.1742
IN-79006,IN,79006,Lafayette FDLafayette,Career,674,305,102,0,7.8692,53.0612,,1157132.0,126,186.9436,9,13.3531,100.0,0.0,3.2787,100,S,95.5729,64.695,,52.9232,94.3074,39.8855,,79.9242
IN-18007,IN,18007,Muncie FD,Career,586,315,100,0,6.9398,39.4737,11.7411,1570800.0,120,204.7782,,,100.0,38.0952,12.6984,100,S,97.6251,44.85,70.2674,54.1971,97.9127,13.7405,50.4484,82.7652
IN-71016,IN,71016,South Bend FD,Career,538,242,44,0,10.8475,42.1053,15.7556,217500.0,1,1.8587,1,1.8587,100.0,0.0,0.0,100,S,84.0656,47.7744,65.1364,40.3212,59.0133,16.4122,42.1525,51.5152
IN-84016,IN,84016,Terre Haute FD,Career,697,431,153,0,11.6088,27.5,5.0935,1390600.0,152,218.0775,,,100.0,11.6009,2.3202,100,S,80.1724,33.3245,80.7994,55.1388,47.4383,3.0534,69.9552,85.4167
IN-49022,IN,49022,Wayne TWP FDIndianapolis,Career,677,418,182,0,14.3174,44.8276,10.7506,3422423.0,312,460.8567,5,7.3855,100.0,7.177,2.3923,100,S,65.762,50.2716,71.5906,70.1034,25.2372,22.1374,53.139,98.1061
KS-FO101,KS,FO101,Dodge City Fire Department,Career,604,64,24,0,21.8256,47.0588,25.815,293000.0,26,43.0464,3,4.9669,100.0,0.0,0.0,100,S,29.8276,51.5102,54.8474,43.0321,2.8463,26.3359,31.1659,52.8409
KS-FI101,KS,FI101,GARDEN CITY FIRE DEPARTMENT,Career,1440,177,62,0,15.4839,61.9048,27.9363,377000.0,37,25.6944,,,100.0,11.2994,5.6497,100,S,59.2241,71.7295,52.9301,41.6222,18.0266,61.9275,28.6996,52.0833
KS-EL202,KS,EL202,Hays Fire Department,Career,626,45,14,0,8.6609,66.6667,11.675,130070.0,29,46.3259,2,3.1949,100.0,0.0,0.0,100,S,93.2592,76.1741,70.3484,43.3043,88.6148,76.6221,50.8969,53.2197
KS-JO315,KS,JO315,Johnson County Fire Dist1,Combo,684,169,52,0,11.1359,65.2174,24.6825,921465.0,0,0.0,,,,0.0,0.0,100,S,82.703,73.6073,55.9816,20.1551,54.2694,71.7557,31.8386,25.6629
KS-DG101,KS,DG101,LawrenceDG Co Fire Medical,Career,746,222,87,0,10.4552,66.6667,1.1561,1952720.0,136,182.3056,6,8.0429,100.0,18.018,18.018,100,S,86.168,76.1741,91.8985,52.6293,63.7571,76.6221,92.3767,79.3561
KS-JO101,KS,JO101,Olathe Fire Department,Combo,770,274,129,0,9.7634,86.0465,2.6074,3235835.0,0,0.0,,,,10.9489,3.6496,100,S,89.1546,87.0835,87.0915,20.1551,73.055,97.7099,82.0628,25.6629
KS-JO102,KS,JO102,Overland Park Fire Department,Career,1279,368,166,0,14.2873,61.4458,2.133,4347591.0,122,95.387,,,85.2459,19.0217,10.8696,100,S,65.9511,71.3718,88.4013,46.4398,25.9962,60.687,84.7534,58.9015
KS-SG402,KS,SG402,Sedgwick Co Fire Dist1,Career,820,500,148,0,11.7626,38.2353,14.5804,841260.0,136,165.8537,49,59.7561,100.0,0.0,4.0,100,S,79.3493,44.3399,66.4461,51.2847,45.9203,11.7366,43.2735,74.4318
KS-JO103,KS,JO103,Shawnee Fire Department,Career,516,155,81,0,15.5284,58.3333,5.9967,2281170.0,59,114.3411,3,5.814,100.0,45.1613,0.0,100,S,58.9766,68.4407,79.179,47.5776,17.2676,52.5763,66.1435,62.6894
KS-SN101,KS,SN101,Topeka Fire Department,Combo,1621,1054,306,0,11.566,37.0861,18.7641,1949440.0,0,0.0,12,7.4028,,6.6414,2.8463,100,S,80.3615,43.3994,61.7202,20.1551,47.8178,9.7328,37.2197,25.6629
KS-SG111,KS,SG111,WICHITA FIRE DEPARTMENT,Career,1982,1211,377,0,7.138,56.8465,5.9038,5097455.0,357,180.1211,,,100.0,17.341,64.4096,100,S,97.2692,66.7616,79.3816,52.4333,97.1537,47.9008,67.0404,78.9773
KY-B3580,KY,B3580,BOWLING GREEN,Combo,635,249,99,0,9.1955,62.9032,2.7012,2884532.0,0,0.0,,,,4.0161,0.0,100,S,91.307,72.574,86.835,20.1551,81.0247,63.8359,81.3901,25.6629
KY-56294,KY,56294,Okolona,Career,755,284,117,0,12.6309,55.8824,,1697850.0,80,105.9603,4,5.298,100.0,7.0423,3.5211,100,S,74.7553,66.4437,,47.1475,38.7097,46.374,,60.7955
KY-56295,KY,56295,PLEASURE RIDGE PARK,Career,557,203,72,0,12.729,22.8571,,1101000.0,100,179.5332,8,14.3627,100.0,14.7783,4.9261,100,S,74.1769,29.1382,,52.4007,37.9507,1.3359,,78.7879
LA-3065,LA,3065,ASCENSION PARISH FIRE DIST 1,Volunteer,541,373,100,0,15.4932,38.0,47.4629,989530.0,80,147.8743,11,20.3327,3.75,2.681,0.0,100,S,59.1935,44.2373,38.9954,49.9075,17.8368,10.9733,14.3498,68.75
LA-17005,LA,17005,BATON ROUGE FIRE DEPT,Combo,1642,1164,612,0,7.4675,44.2308,17.2195,11633603.0,0,0.0,,,,7.732,0.0,100,S,96.5239,49.5264,63.3135,20.1551,96.0152,20.4198,39.9103,25.6629
LA-26001,LA,26001,JEFFERSON E BANK CONS FD,Career,704,183,93,0,7.9827,58.9744,60.8025,20661169.0,245,348.0114,9,12.7841,100.0,0.0,0.0,100,S,95.3059,68.762,31.4205,63.7997,93.3586,53.8168,8.7444,96.7803
LA-28020,LA,28020,LAFAYETTE FD,Career,855,233,130,0,12.2062,40.625,32.8523,1944461.0,225,263.1579,13,15.2047,100.0,4.2918,12.8755,100,S,77.0133,47.165,48.9333,58.4349,42.315,14.6947,23.5426,89.5833
LA-10020,LA,10020,Lake Charles Fire Dept,Combo,806,417,173,0,8.8858,45.1613,4.6689,15708132.0,0,0.0,,,,0.0,0.0,100,S,92.3471,50.3941,81.8796,20.1551,84.63,22.6145,71.7489,25.6629
LA-32020,LA,32020,Livingston Fire Prot Dist4,Career,1028,904,109,0,14.9398,49.4253,2.6769,3097600.0,105,102.1401,9,8.7549,100.0,5.531,2.2124,100,S,62.1468,52.0501,86.9025,46.9352,21.2524,31.2977,81.6143,60.0379
LA-37005,LA,37005,MONROE FD,Combo,543,320,123,0,6.9729,56.6667,45.5013,4304989.0,0,0.0,,,,9.375,0.0,100,S,97.5806,66.7285,40.2376,20.1551,97.723,47.2328,16.3677,25.6629
LA-37010,LA,37010,OUACHITA FIRE PRO DIST 1,Combo,1411,908,189,0,11.0286,46.5608,30.1286,4806200.0,0,0.0,,,,13.2159,0.0,100,S,83.2425,51.2287,50.9587,20.1551,55.9772,24.6183,27.3543,25.6629
LA-50060,LA,50060,ST MARTIN PARISH FIRE DIST,Combo,673,477,94,0,19.3098,23.6842,5.5556,10000.0,0,0.0,,,,4.1929,2.0964,100,S,40.2614,29.3336,79.9554,20.1551,6.4516,1.9084,68.1614,25.6629
LA-52001,LA,52001,ST TAMMANY FIRE DIST 1,Career,798,345,98,0,13.9949,48.8372,39.4555,2456500.0,160,200.5013,8,10.0251,93.75,2.8986,2.8986,100,S,67.5528,51.9938,44.0319,53.9412,29.222,29.771,17.713,81.6288
LA-17040,LA,17040,St George Fire Protection District,Career,511,329,126,0,8.9256,65.1515,8.9677,3703312.0,164,320.9393,8,15.6556,100.0,9.1185,3.0395,100,S,92.1468,73.5842,74.2641,62.2809,84.0607,71.374,57.8475,94.8864
MA-23044,MA,23044,BROCKTON,Combo,1197,608,403,0,11.4877,88.6139,,7156151.0,0,0.0,,,,39.4737,52.6316,100,S,80.7898,87.4876,,20.1551,48.7666,98.2824,,25.6629
MA-21046,MA,21046,BROOKLINE,Combo,814,350,302,0,7.3871,50.0,3.614,2741200.0,0,0.0,,,,0.0,5.7143,100,S,96.7019,57.9685,84.1615,20.1551,96.5844,32.8244,75.1121,25.6629
MA-5095,MA,5095,FALL RIVER,Combo,1152,447,280,0,8.7075,77.2277,6.5486,2163680.0,0,0.0,,,,33.557,11.1857,100,S,93.02,83.765,78.1799,20.1551,87.8558,92.1756,64.574,25.6629
MA-27097,MA,27097,FITCHBURG,Combo,684,409,297,0,10.8513,81.8182,2.8679,780400.0,0,0.0,,,,4.89,2.445,100,S,84.0545,85.7819,86.2544,20.1551,58.8235,95.9924,79.8206,25.6629
MA-17100,MA,17100,FRAMINGHAM,Combo,890,589,474,0,9.6198,62.5,,2103550.0,0,0.0,,,,0.0,5.0934,100,S,89.6774,72.17,,20.1551,75.1423,62.8817,,25.6629
MA-9128,MA,9128,HAVERHILL,Career,573,225,150,0,8.8211,50.0,76.3549,1398901.0,1,1.7452,10,17.452,100.0,8.8889,4.4444,100,S,92.6307,57.9685,24.6827,40.3157,86.3378,32.8244,6.0538,51.3258
MA-9149,MA,9149,LAWRENCE,Combo,636,136,65,0,7.8144,65.7143,,2449402.0,0,0.0,,,,0.0,14.7059,100,S,95.7008,73.7862,,20.1551,94.8767,74.3321,,25.6629
MA-27153,MA,27153,LEOMINSTER,Combo,590,196,124,0,8.3799,65.5172,16.83,330002.0,0,0.0,,,,35.7143,35.7143,100,S,94.1713,73.7398,63.7321,20.1551,91.8406,73.4733,40.583,25.6629
MA-17160,MA,17160,LOWELL,Combo,962,292,181,0,7.5213,58.3333,4.2439,701050.0,0,0.0,,,,3.4247,0.0,100,S,96.4182,68.4407,82.7302,20.1551,95.8254,52.5763,72.87,25.6629
MA-9163,MA,9163,LYNN,Combo,731,408,283,0,9.3681,63.1579,,2839700.0,0,0.0,,,,12.2549,34.3137,100,S,90.634,72.6634,,20.1551,78.9374,64.5038,,25.6629
MA-17176,MA,17176,MEDFORD,Combo,626,187,118,0,7.7787,61.5385,,2821200.0,0,0.0,,,,5.3476,16.0428,100,S,95.7898,71.5142,,20.1551,95.2562,60.9733,,25.6629
MA-9181,MA,9181,METHUEN,Combo,561,110,31,0,7.8179,69.2308,,792800.0,0,0.0,,,,9.0909,0.0,100,S,95.6952,78.9495,,20.1551,94.6869,80.7252,,25.6629
MA-5201,MA,5201,NEW BEDFORD,Combo,797,316,167,0,9.4755,76.1364,8.5291,3675575.0,0,0.0,,,,72.7848,9.4937,100,S,90.2058,83.5265,74.9527,20.1551,77.7989,90.8397,58.9686,25.6629
MA-17207,MA,17207,NEWTON,Combo,898,407,347,0,9.2408,91.6667,,0.0,0,0.0,,,,2.457,0.0,100,S,91.1735,87.8718,,20.1551,80.6452,98.4733,,25.6629
MA-9229,MA,9229,PEABODY,Combo,506,141,58,0,10.4214,72.7273,2.8785,2275900.0,0,0.0,,,,14.1844,28.3688,100,S,86.3014,80.7478,86.2139,20.1551,64.5161,86.355,79.3722,25.6629
MA-3236,MA,3236,PITTSFIELD,Combo,797,133,88,0,13.6413,54.0541,31.3795,795000.0,0,0.0,,,,0.0,45.1128,100,S,69.3882,65.2183,50.0405,20.1551,31.6888,41.6031,25.1121,25.6629
MA-23239,MA,23239,PLYMOUTH,Combo,641,212,64,0,11.2468,56.6667,14.0862,378200.0,0,0.0,,,,18.8679,14.1509,100,S,82.0133,66.7285,67.0132,20.1551,53.1309,47.2328,44.3946,25.6629
MA-21243,MA,21243,QUINCY,Combo,1123,644,434,0,6.4286,51.5152,,0.0,0,0.0,,,,4.6584,74.5342,100,S,98.2425,64.0856,,20.1551,99.0512,37.5954,,25.6629
MA-17274,MA,17274,SOMERVILLE,Combo,1421,430,328,0,6.8062,43.5484,,1460000.0,0,0.0,,,,9.3023,37.2093,100,S,97.7864,49.3343,,20.1551,98.1025,18.8931,,25.6629
MA-13281,MA,13281,SPRINGFIELD,Combo,1429,576,267,0,7.7815,60.0,6.265,6773643.0,0,0.0,,,,10.4167,45.1389,100,S,95.7786,70.004,78.6659,20.1551,95.0664,56.7748,65.6951,25.6629
MA-17308,MA,17308,WALTHAM,Combo,588,176,91,0,10.247,64.1026,,1498000.0,0,0.0,,,,22.7273,22.7273,100,S,87.0245,73.1304,,20.1551,66.4137,67.6527,,25.6629
MA-21336,MA,21336,WEYMOUTH,Combo,588,235,149,0,8.6604,85.1064,14.1873,2031125.0,0,0.0,,,,12.766,34.0426,100,S,93.2703,86.6265,66.8782,20.1551,88.8046,97.3282,44.1704,25.6629
MD-27035,MD,27035,ANNAPOLIS CITY FIRE DEPARTMENT,Combo,693,310,211,0,19.5147,76.1905,13.5593,2162500.0,0,0.0,,,,3.2258,3.2258,100,S,39.2881,83.5464,67.7289,20.1551,6.0721,91.2214,45.9641,25.6629
MD-12003,MD,12003,BEL AIR VOL FIRE CO INC,Combo,516,212,102,0,13.102,35.7143,9.9956,2792025.0,0,0.0,,,,9.434,14.1509,100,S,72.2692,42.674,72.7518,20.1551,34.9146,8.7786,54.7085,25.6629
MD-21021,MD,21021,CITY OF HAGERSTOWN,Combo,553,296,152,0,8.131,62.7907,91.5091,1804650.0,0,0.0,,,,6.7568,10.1351,100,S,94.8943,72.5575,19.0521,20.1551,92.7894,63.3588,3.3632,25.6629
MD-10000,MD,10000,Frederick County Main,Combo,1756,858,293,0,11.9883,44.6602,,4779661.0,0,0.0,,,,20.979,6.993,100,S,78.1535,50.2616,,20.1551,43.4535,21.9466,,25.6629
ME-A0160,ME,A0160,Lewiston Fire Department,Career,524,157,106,0,19.7441,72.2222,8.9358,662880.0,70,133.5878,,,100.0,44.586,0.0,100,S,38.2314,80.5822,74.3181,48.8459,5.3131,85.687,58.0717,65.9091
ME-C0190,ME,C0190,Portland Fire Department,Combo,756,252,165,0,8.6928,80.0,2.5741,844304.0,0,0.0,,,,0.0,0.0,100,S,93.109,85.0136,87.1321,20.1551,88.2353,94.8473,82.287,25.6629
MI-8101,MI,8101,Ann Arbor FD,Career,1403,327,210,0,14.2076,75.0,1.9375,3851263.0,89,63.4355,5,3.5638,100.0,9.1743,3.0581,100,S,66.4405,82.3309,89.0089,44.5128,26.5655,89.9809,86.5471,54.9242
MI-1303,MI,1303,Battle Creek FD,Career,862,179,103,0,35.8789,64.7059,11.3092,1103800.0,103,119.4896,6,6.9606,100.0,27.933,5.5866,100,S,3.198,73.3921,70.9155,47.8824,0.0,68.9885,51.3453,63.447
MI-6307,MI,6307,Bloomfield Township FD,Combo,574,59,30,0,14.0912,64.2857,0.0,0.0,0,0.0,,,,0.0,0.0,100,S,66.9967,73.2165,98.9603,20.1551,27.5142,68.1298,99.6637,25.6629
MI-8205,MI,8205,DEARBORN FD,Career,1139,314,111,0,13.8388,64.0,91.7898,1823284.0,128,112.3793,5,4.3898,100.0,0.0,0.0,100,S,68.337,73.1039,18.8766,47.4959,30.3605,67.271,2.9148,62.3106
MI-8206,MI,8206,DEARBORN HGTS FIRE DEPT,Career,580,128,76,0,11.318,64.0,30.5936,670000.0,53,91.3793,2,3.4483,100.0,0.0,0.0,100,S,81.6352,73.1039,50.5536,46.2439,51.6129,67.271,26.6816,58.1439
MI-6314,MI,6314,Farmington Hills FD,Combo,748,128,61,0,17.0164,55.5556,27.935,3263950.0,0,0.0,,,,46.875,15.625,100,S,50.9844,66.1489,52.9436,20.1551,12.5237,45.8015,28.9238,25.6629
MI-2507,MI,2507,Flint FD,Combo,1070,721,525,0,15.5162,31.8618,48.5808,6691821.0,0,0.0,,,,18.0305,4.1609,100,S,59.0323,35.7687,38.4553,20.1551,17.4573,5.5344,14.1256,25.6629
MI-4112,MI,4112,GRAND RAPIDS FIRE DEPARTMENT,Combo,1699,549,268,0,9.1477,67.1233,1.2043,5215702.0,0,0.0,0,0.0,,9.1075,18.2149,100,S,91.4182,78.4924,91.6149,20.1551,81.7837,77.4809,91.0314,25.6629
MI-6337,MI,6337,HEADQUARTERS FIRE STATION FIVE,Career,806,255,85,0,18.5599,43.75,,257000.0,106,131.5136,6,7.4442,100.0,0.0,0.0,100,S,43.7097,49.384,,48.6663,7.5901,19.084,,65.5303
MI-3808,MI,3808,Jackson City FD,Combo,560,263,186,0,14.5111,44.0678,1.8333,5500.0,0,0.0,,,,0.0,3.8023,100,S,64.6079,49.4999,89.4005,20.1551,23.3397,20.0382,87.2197,25.6629
MI-3909,MI,3909,Kalamazoo Dept Public Safety,Career,799,361,138,0,8.8329,58.0645,9.5757,807992.0,250,312.8911,7,8.761,100.0,2.7701,8.3102,100,S,92.5862,68.2487,73.2784,61.9543,85.5787,51.6221,56.278,94.5076
MI-3304,MI,3304,Lansing FD,Combo,1277,386,199,0,14.0762,63.3333,19.1263,4087420.0,0,0.0,,,,33.6788,10.3627,100,S,67.1135,72.7197,61.4502,20.1551,28.2732,65.0763,36.7713,25.6629
MI-8229,MI,8229,Livonia Fire And Rescue,Career,770,202,57,0,20.5589,52.7778,93.319,1959700.0,86,111.6883,5,6.4935,100.0,0.0,0.0,100,S,34.5829,64.5327,18.269,47.4796,4.1746,39.313,2.6906,62.1212
