STATE_FDID,STATE,FDID,DEPT_NAME,DEPT_TYPE,TOTAL_INCIDENTS,FIRE_INCIDENTS,STRUCTURE_FIRES,EMS_INCIDENTS,RESPONSE_TIME_AVG,CONTAINMENT_RATE,PROP_LOSS_ADJ,PROP_LOSS_USD,TOTAL_FF,FF_PER_1000_INC,STATIONS,STA_PER_1000,CAREER_PCT,CIV_CAS_PER_1000,FF_INJ_PER_1000,DATA_QUALITY,PEER_GROUP,RESP_NP,CONT_NP,PL_NP,FF1000_NP,RESP_PP,CONT_PP,PL_PP,FF1000_PP
AK-28420,AK,28420,Bayside FD,Volunteer,30,16,13,0,9.625,85.7143,13.4667,101000.0,21,700.0,,,4.7619,0.0,0.0,100,XS,89.644,86.8583,67.7964,79.6652,90.1671,86.391,69.5507,78.9532
AK-27100,AK,27100,Bethel FD,Volunteer,34,25,15,0,12.3636,38.4615,100.0,450000.0,26,764.7059,1,29.4118,34.6154,40.0,0.0,100,XS,76.1457,44.5055,8.061,81.6766,77.4755,45.9335,8.6229,81.0305
AK-25300,AK,25300,Butte FD,Combo,58,29,16,0,27.8393,33.3333,100.0,102500.0,60,1034.4828,2,34.4828,,0.0,0.0,100,XS,12.4527,39.1038,8.061,87.8851,12.8818,40.5231,8.6229,87.4598
AK-11100,AK,11100,Capital City FireRescue,Volunteer,191,75,42,0,16.221,51.7241,23.2127,1325700.0,103,539.267,5,26.178,50.4854,40.0,0.0,100,XS,55.2392,64.1717,57.3589,73.8759,56.7608,65.3123,59.3282,72.9861
AK-25135,AK,25135,Caswell FD,Combo,14,9,6,0,42.7857,50.0,63.4375,101500.0,0,0.0,,,,0.0,0.0,100,XS,0.4394,57.9685,30.3538,20.1551,0.4553,59.0658,32.1506,19.9532
AK-26320,AK,26320,Central Emergency Services,Volunteer,292,61,40,0,18.5813,56.6667,18.6512,993100.0,45,154.1096,,,33.3333,49.1803,16.3934,100,XS,43.604,66.7285,61.8282,50.4137,44.9452,67.5511,63.7633,49.721
AK-25150,AK,25150,Central MatSu FD,Career,463,262,112,0,24.7281,38.8889,20.5335,2711350.0,268,578.8337,,,100.0,22.9008,3.8168,100,XS,20.0278,44.7307,59.8974,75.3783,20.6859,46.1374,61.902,74.5307
AK-31900,AK,31900,Chena Goldstream FireRescue,Volunteer,67,46,17,0,21.5538,33.3333,,257884.0,36,537.3134,4,59.7015,25.0,130.4348,21.7391,100,XS,30.8565,39.1038,,73.7833,31.8732,40.5231,,72.8902
AK-23150,AK,23150,Chugiak Volunteer Fire and Rescue Co Inc,Volunteer,95,45,19,0,18.8152,58.3333,32.7243,197000.0,50,526.3158,,,0.0,0.0,0.0,100,XS,42.5362,68.4407,48.9738,73.2499,43.8386,69.1162,51.0106,72.3378
AK-31100,AK,31100,City of Fairbanks FD,Career,237,158,76,0,12.0901,48.2759,3.1047,1493413.0,30,126.5823,2,8.4388,100.0,12.6582,31.6456,100,XS,77.5806,51.9143,85.6063,48.3451,78.8818,52.9056,86.1858,47.7817
AK-26100,AK,26100,City of Kenai FD,Career,109,37,23,0,12.6476,60.0,,142000.0,5,45.8716,1,9.1743,100.0,27.027,0.0,100,XS,74.6162,70.004,,43.2716,75.9712,70.5673,,42.9111
AK-36100,AK,36100,City of Kotzebue FD,Volunteer,15,13,11,0,9.2,14.2857,,390200.0,25,1666.6667,1,66.6667,40.0,230.7692,0.0,100,XS,91.2875,24.6506,,95.3457,91.6744,25.7014,,95.1801
AK-26400,AK,26400,City of Seward FD,Volunteer,19,10,2,0,12.1333,50.0,2.5,150000.0,33,1736.8421,1,52.6316,9.0909,0.0,0.0,100,XS,77.3943,57.9685,87.2941,95.7512,78.6888,59.0658,87.7127,95.6001
AK-19705,AK,19705,Craig Emergency Services,Volunteer,10,9,4,0,13.3333,50.0,,231000.0,14,1400.0,1,100.0,14.2857,0.0,0.0,100,XS,70.9733,57.9685,,93.0022,72.3689,59.0658,,92.7589
AK-29100,AK,29100,Dillingham VFD Rescue Squad,Volunteer,12,11,10,0,19.8333,75.0,32.3171,132500.0,18,1500.0,3,250.0,11.1111,0.0,0.0,100,XS,37.8031,82.3309,49.2304,93.9358,39.0029,81.9894,51.2578,93.7201
AK-31350,AK,31350,Ester VFD,Volunteer,34,25,14,0,14.3939,40.0,,245000.0,35,1029.4118,1,29.4118,5.8824,40.0,0.0,100,XS,65.3281,45.9893,,87.8198,66.8703,47.4088,,87.3922
AK-25101,AK,25101,Greater Palmer FSA,Combo,105,51,21,0,19.0882,40.0,89.6694,1217800.0,0,0.0,,,,0.0,19.6078,100,XS,41.3014,45.9893,19.7543,20.1551,42.5764,47.4088,21.0121,19.9532
AK-12100,AK,12100,Haines VFD,Volunteer,20,14,7,0,15.9,50.0,,900.0,29,1450.0,1,50.0,6.8966,0.0,0.0,100,XS,56.9828,57.9685,,93.4349,58.5159,59.0658,,93.2014
AK-26500,AK,26500,Homer VFD,Volunteer,50,24,11,0,16.3265,16.6667,21.9201,170100.0,65,1300.0,,,0.0,0.0,0.0,100,XS,54.7608,25.6839,58.5741,91.7937,56.2824,26.7724,60.5497,91.5074
AK-25400,AK,25400,Houston FD,Volunteer,53,31,25,0,24.6604,40.0,31.8735,478150.0,20,377.3585,,,0.0,32.2581,0.0,100,XS,20.2336,45.9893,49.6219,65.5471,20.8991,47.4088,51.6213,64.4287
AK-26541,AK,26541,Kachemak Emergency Services,Combo,31,18,8,0,31.5667,20.0,,601500.0,0,0.0,,,,0.0,0.0,100,XS,6.941,27.5121,,20.1551,7.1873,28.6657,,19.9532
AK-13000,AK,13000,Ketchikan FD,Career,61,31,18,0,6.2833,55.5556,31.7558,988400.0,44,721.3115,3,49.1803,75.8621,0.0,32.2581,100,XS,98.4705,66.1489,49.7029,80.4137,98.438,67.0191,51.7086,79.7283
AK-26200,AK,26200,Nikiski FD,Volunteer,75,22,15,0,10.8873,10.0,97.5129,588100.0,48,640.0,,,39.5833,0.0,0.0,100,XS,83.8654,23.3623,17.1753,77.7354,84.83,24.3643,18.351,76.9604
AK-37100,AK,37100,Nome VFD,Volunteer,24,18,11,0,9.125,57.1429,,414500.0,35,1458.3333,2,83.3333,5.7143,0.0,0.0,100,XS,91.5239,67.4505,,93.5193,91.879,68.2248,,93.2888
AK-31500,AK,31500,North Pole VFD,Career,50,44,28,0,10.62,50.0,,5000.0,27,540.0,1,20.0,55.5556,22.7273,0.0,100,XS,85.1724,57.9685,,73.9031,86.0231,59.0658,,73.0143
AK-35100,AK,35100,North Slope Borough FD,Career,31,17,9,0,9.3333,33.3333,3.8767,10002.0,78,2516.129,9,290.3226,69.2308,0.0,0.0,100,XS,90.8092,39.1038,83.6079,98.7153,91.2363,40.5231,84.3973,98.6696
AK-31600,AK,31600,North Star Fire Service Area,Career,131,85,35,0,14.6641,45.8333,27.7936,1207834.0,1,7.6336,5,38.1679,100.0,11.7647,0.0,100,XS,63.743,50.8777,53.1326,40.5008,65.268,52.0661,55.0385,40.0868
AK-25100,AK,25100,Palmer Fire Rescue,Career,96,63,30,0,19.2,60.0,11.1714,187925.0,45,468.75,6,62.5,100.0,0.0,0.0,100,XS,40.7508,70.004,71.091,70.5553,42.0115,70.5673,72.6916,69.5755
AK-15000,AK,15000,Petersburg VFD,Volunteer,17,10,6,0,8.2353,33.3333,,1275000.0,41,2411.7647,2,117.6471,7.6923,0.0,0.0,100,XS,94.6051,39.1038,,98.4594,94.6744,40.5231,,98.4046
AK-31050,AK,31050,Salcha Fire and Rescue,Volunteer,20,13,4,0,37.6,50.0,,515000.0,16,800.0,2,100.0,0.0,153.8462,0.0,100,XS,2.2442,57.9685,,82.6347,2.3256,59.0658,,82.0227
AK-14000,AK,14000,Sitka FD,Volunteer,42,29,11,0,12.775,25.0,100.0,850000.0,32,761.9048,1,23.8095,25.0,0.0,0.0,100,XS,74.0211,31.132,8.061,81.6086,75.389,32.3936,8.6229,80.96
AK-12200,AK,12200,Skagway VFD,Volunteer,18,12,7,0,12.5,75.0,,1490000.0,38,2111.1111,1,55.5556,10.5263,0.0,0.0,100,XS,75.4839,82.3309,,97.5885,76.8213,81.9894,,97.5027
AK-31700,AK,31700,Steese Area VFD,Volunteer,93,56,36,0,18.0989,33.3333,15.5241,600233.0,38,408.6022,3,32.2581,23.6842,17.8571,0.0,100,XS,45.8732,39.1038,65.3794,67.4524,47.2392,40.5231,67.2386,66.3848
AK-23200,AK,23200,Ted Stevens Anch Intl Airport Police Fire,Career,22,5,2,0,6.381,50.0,,0.0,61,2772.7273,,,100.0,0.0,0.0,100,XS,98.3176,57.9685,,99.0147,98.2853,59.0658,,98.9796
AK-33401,AK,33401,Tok VFD,Volunteer,10,9,7,0,12.8,20.0,38.5281,445000.0,13,1300.0,1,100.0,0.0,0.0,0.0,100,XS,73.9127,27.5121,44.6665,91.7937,75.2767,28.6657,46.7064,91.5074
AK-31300,AK,31300,University of Alaska FD,Volunteer,146,113,67,0,11.986,47.0588,1.3118,1084624.0,42,287.6712,,,16.6667,17.6991,17.6991,100,XS,78.1758,51.5102,91.2368,60.1279,79.4524,52.5843,91.348,59.0028
AK-24100,AK,24100,Valdez FD,Volunteer,29,19,12,0,13.7931,50.0,0.0666,10000.0,30,1034.4828,3,103.4483,43.3333,263.1579,0.0,100,XS,68.5539,57.9685,97.232,87.8851,69.9712,59.0658,97.0627,87.4598
AK-25911,AK,25911,West Lakes FD,Combo,260,163,82,0,27.4563,23.6842,41.1853,2205450.0,0,0.0,,,,42.9448,0.0,100,XS,13.2703,29.3336,42.7896,20.1551,13.7233,30.5279,44.8597,19.9532
AK-26510,AK,26510,Western Emergency Services,Volunteer,55,45,26,0,26.4727,31.5789,,1653400.0,30,545.4545,,,0.0,0.0,0.0,100,XS,15.4839,35.719,,74.1644,16.0,37.0647,,73.2849
AK-25600,AK,25600,Willow FD,Combo,36,24,15,0,40.3429,50.0,0.6304,10000.0,40,1111.1111,,,,0.0,0.0,100,XS,1.1958,57.9685,94.2479,89.2624,1.2392,59.0658,94.169,88.8861
AL-122,AL,122,Adamsville Fire Rescue,Combo,132,69,31,0,12.5537,40.0,44.042,110105.0,0,0.0,,,,0.0,0.0,100,XS,75.2169,45.9893,41.1558,20.1551,76.5591,47.4088,43.1438,19.9532
AL-6703,AL,6703,Addison VFD,Combo,16,15,4,0,16.4,50.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,54.3743,57.9685,,20.1551,55.8818,59.0658,,19.9532
AL-5804,AL,5804,Alabaster Fire Rescue,Career,200,106,24,0,11.6276,53.8462,47.7074,613740.0,65,325.0,3,15.0,100.0,0.0,9.434,100,XS,80.0334,65.0924,38.8739,62.4769,81.2219,66.1035,40.8608,61.3225
AL-5001,AL,5001,Albertville Fire Department,Career,290,249,44,0,9.4199,53.3333,,0.0,39,134.4828,3,10.3448,100.0,4.0161,0.0,100,XS,90.3893,64.8109,,48.9058,90.8415,65.8617,,48.3116
AL-6201,AL,6201,Alexander City FD,Combo,113,86,29,0,9.9182,23.5294,,0.0,0,0.0,,,,11.6279,0.0,100,XS,88.4816,29.3038,,20.1551,89.1066,30.5003,,19.9532
AL-1106,AL,1106,Alexandria FD,Combo,139,118,75,0,18.2576,62.963,,0.0,0,0.0,,,,0.0,0.0,100,XS,45.1613,72.6005,,20.1551,46.513,72.9132,,19.9532
AL-5904,AL,5904,Argo VFD,Volunteer,68,46,16,0,16.6818,16.6667,,320200.0,20,294.1176,1,14.7059,30.0,0.0,0.0,100,XS,52.8699,25.6839,,60.705,54.3458,26.7724,,59.5665
AL-2826,AL,2826,Aroney VFD,Volunteer,15,14,9,0,20.4,22.2222,,0.0,22,1466.6667,2,133.3333,0.0,0.0,0.0,100,XS,35.2781,28.8766,,93.571,36.415,30.0753,,93.3424
AL-3802,AL,3802,Ashford FD,Volunteer,76,70,24,0,18.9583,75.0,,0.0,22,289.4737,1,13.1579,0.0,0.0,0.0,100,XS,41.891,82.3309,,60.2803,43.17,81.9894,,59.155
AL-5902,AL,5902,Ashville FD,Volunteer,92,73,22,0,15.5909,25.0,,0.0,13,141.3043,2,21.7391,23.0769,13.6986,0.0,100,XS,58.6763,31.132,,49.3359,60.2363,32.3936,,48.6893
AL-4401,AL,4401,Athens FD,Career,137,78,16,0,9.2721,50.0,,1135501.0,40,291.9708,3,21.8978,100.0,0.0,0.0,100,XS,91.0567,57.9685,,60.5335,91.4467,59.0658,,59.3889
AL-3101,AL,3101,Attalla FD,Career,69,64,26,0,7.0635,45.4545,56.3636,155000.0,36,521.7391,3,43.4783,100.0,0.0,0.0,100,XS,97.4194,50.6193,33.7159,73.0348,97.4121,51.8311,35.5678,72.1208
AL-4301,AL,4301,Auburn FD,Career,406,140,44,0,12.5394,57.1429,,0.0,90,221.6749,5,12.3153,100.0,7.1429,0.0,100,XS,75.2836,67.4505,,55.4219,76.6225,68.2248,,54.3717
AL-605,AL,605,Baker Hill FD,Volunteer,14,11,5,0,38.0,33.3333,,0.0,20,1428.5714,1,71.4286,0.0,0.0,0.0,100,XS,2.0912,39.1038,,93.307,2.1671,40.5231,,93.0689
AL-3111,AL,3111,Ballplay Bend,Volunteer,38,36,14,0,12.125,33.3333,,0.0,24,631.5789,2,52.6316,0.0,55.5556,0.0,100,XS,77.4166,39.1038,,77.4224,78.7118,40.5231,,76.6362
AL-1910,AL,1910,Battens VFD,Volunteer,19,17,6,0,25.2632,25.0,100.0,600000.0,20,1052.6316,1,52.6316,0.0,0.0,0.0,100,XS,18.5428,31.132,8.061,88.2798,19.1643,32.3936,8.6229,87.8685
AL-501,AL,501,Bay Minette Fire Department,Volunteer,197,79,26,0,16.6648,50.0,25.9259,7000.0,31,157.3604,2,10.1523,35.4839,50.6329,25.3165,100,XS,52.9811,57.9685,54.7191,50.6424,54.4611,59.0658,56.6163,49.9183
AL-206,AL,206,Bayou La Batre FD,Volunteer,50,39,14,0,11.34,28.5714,,0.0,25,500.0,2,40.0,20.0,25.641,0.0,100,XS,81.5406,33.9604,,72.0386,82.6628,35.3027,,71.0891
AL-2507,AL,2507,Berlin VFD,Combo,65,52,21,0,19.3385,17.6471,,0.0,0,0.0,,,,0.0,0.0,100,XS,40.139,26.2933,,20.1551,41.389,27.4081,,19.9532
AL-3202,AL,3202,Berry VFD,Volunteer,27,11,3,0,10.963,50.0,,9500.0,25,925.9259,1,37.037,0.0,0.0,0.0,100,XS,83.5539,57.9685,,85.7077,84.536,59.0658,,85.2049
AL-101,AL,101,Bessemer Fire Department,Career,363,274,67,0,10.7598,42.5532,,602702.0,108,297.5207,5,13.7741,100.0,0.0,0.0,100,XS,84.5217,47.8737,,60.9581,85.4352,49.2123,,59.8004
AL-403,AL,403,Billingsley FD,Combo,13,13,6,0,25.8462,50.0,,300.0,0,0.0,,,,0.0,0.0,100,XS,16.9661,57.9685,,20.1551,17.5303,59.0658,,19.9532
AL-802,AL,802,Blountsville fire and rescue,Combo,83,72,27,0,18.8659,37.5,100.0,86402.0,0,0.0,1,12.0482,,0.0,0.0,100,XS,42.3026,43.8167,8.061,20.1551,43.5965,45.2978,8.6229,19.9532
AL-5004,AL,5004,Boaz FD,Combo,27,20,13,0,13.7778,60.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,68.5984,70.004,,20.1551,70.0173,70.5673,,19.9532
AL-513,AL,513,Bon Secour FD,Combo,18,15,6,0,17.4444,50.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,48.9655,57.9685,,20.1551,50.3862,59.0658,,19.9532
AL-3002,AL,3002,Brewton FD,Volunteer,93,56,28,0,11.8764,36.3636,,0.0,28,301.0753,1,10.7527,35.7143,0.0,0.0,100,XS,78.7375,43.0417,,61.2139,79.9942,44.5239,,60.0485
AL-704,AL,704,Brierfield VFD,Combo,56,55,20,0,18.434,50.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,44.3409,57.9685,,20.1551,45.6801,59.0658,,19.9532
AL-1303,AL,1303,Broomtown VFD,Combo,90,36,5,0,16.7024,20.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,52.7697,27.5121,,20.1551,54.2536,28.6657,,19.9532
AL-2404,AL,2404,Bullock VFD,Volunteer,22,21,4,0,21.9091,50.0,,0.0,18,818.1818,1,45.4545,0.0,0.0,0.0,100,XS,29.5133,57.9685,,83.1056,30.4928,59.0658,,82.5103
AL-5811,AL,5811,Cahaba Valley Fire District,Combo,145,92,52,0,13.3191,73.6842,3.3385,527300.0,0,0.0,,,,10.8696,0.0,100,XS,71.0623,81.0757,84.8906,20.1551,72.4496,80.7421,85.5169,19.9532
AL-5801,AL,5801,Calera FD,Combo,162,93,22,0,12.956,70.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,73.1201,79.274,,20.1551,74.5187,79.1494,,19.9532
AL-6402,AL,6402,Carbon Hill VFD,Combo,76,71,21,0,17.5,6.25,100.0,63200.0,0,0.0,,,,0.0,0.0,100,XS,48.6096,22.8489,8.061,20.1551,50.0231,23.8288,8.6229,19.9532
AL-150,AL,150,Center Point Fire District,Career,426,285,127,0,11.3909,53.8462,60.6259,2254677.0,86,201.8779,4,9.3897,100.0,0.0,0.0,100,XS,81.3126,65.0924,31.5285,54.0011,82.4438,66.1035,33.343,53.03
AL-4104,AL,4104,Center Star,Volunteer,58,45,18,0,24.4483,22.2222,,0.0,42,724.1379,1,17.2414,0.0,0.0,0.0,100,XS,20.9093,28.8766,,80.479,21.5994,30.0753,,79.7903
AL-4709,AL,4709,Central VFD,Combo,121,104,35,0,16.3611,13.6364,,0.0,0,0.0,,,,0.0,0.0,100,XS,54.5884,24.2797,,20.1551,56.1037,25.3144,,19.9532
AL-5812,AL,5812,Chelsea FD,Career,121,83,22,0,11.0333,41.6667,0.022,500.0,45,371.9008,3,24.7934,100.0,12.0482,0.0,100,XS,83.2314,47.579,97.61,65.1497,84.2363,48.9773,97.4698,64.0171
AL-2004,AL,2004,Cherokee VFD,Volunteer,78,64,10,0,20.6486,85.7143,24.0741,65000.0,21,269.2308,2,25.641,0.0,0.0,0.0,100,XS,34.238,86.8583,56.5352,58.8487,35.3545,86.391,58.4848,57.7569
AL-1902,AL,1902,City of Enterprise Fire Dept,Career,183,101,31,0,8.0714,43.4783,32.9268,877980.0,36,196.7213,3,16.3934,100.0,0.0,0.0,100,XS,95.0306,49.3012,48.8793,53.5465,95.0865,50.6461,50.9234,52.5932
AL-1401,AL,1401,Clanton FD,Combo,94,60,21,0,10.086,29.4118,,952000.0,22,234.0426,2,21.2766,,0.0,0.0,100,XS,87.7197,34.6791,,56.3446,88.4207,36.0386,,55.2934
AL-4109,AL,4109,Cloverdale VFD,Combo,98,82,34,0,25.3158,5.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,18.3927,22.8059,,20.1551,19.0086,23.7839,,19.9532
AL-2802,AL,2802,Collinsville VFD,Combo,93,61,27,0,20.8172,10.0,,0.0,22,236.5591,1,10.7527,,0.0,0.0,100,XS,33.5261,23.3623,,56.4888,34.6167,24.3643,,55.4428
AL-124,AL,124,Concord FD,Career,49,34,9,0,16.9167,28.5714,,160002.0,35,714.2857,3,61.2245,71.4286,29.4118,0.0,100,XS,51.5044,33.9604,,80.1524,52.9597,35.3027,,79.4577
AL-5913,AL,5913,Cook  Springs VFD,Combo,84,61,21,0,20.1975,22.2222,52.1359,101300.0,0,0.0,,,,32.7869,0.0,100,XS,36.1958,28.8766,36.0383,20.1551,37.366,30.0753,37.9235,19.9532
AL-2905,AL,2905,Coosada VFD,Volunteer,20,20,13,0,38.45,25.0,,0.0,16,800.0,1,50.0,0.0,0.0,0.0,100,XS,1.8966,31.132,,82.6347,1.9654,32.3936,,82.0227
AL-6411,AL,6411,Cordova VFD,Volunteer,19,16,7,0,24.2105,75.0,,0.0,23,1210.5263,1,52.6316,0.0,0.0,0.0,100,XS,21.6157,82.3309,,90.675,22.3314,81.9894,,90.3489
AL-3805,AL,3805,Cottonwood VFD,Volunteer,56,55,15,0,26.3455,50.0,,0.0,26,464.2857,1,17.8571,0.0,0.0,0.0,100,XS,15.7453,57.9685,,70.3103,16.2709,59.0658,,69.3218
AL-3803,AL,3803,Cowarts VFD,Combo,40,28,8,0,36.2564,50.0,0.0,0.0,0,0.0,,,,0.0,0.0,100,XS,2.9867,57.9685,98.9603,20.1551,3.0951,59.0658,98.9021,19.9532
AL-2512,AL,2512,Crane Hill VFD,Volunteer,45,45,12,0,24.5111,50.0,,0.0,21,466.6667,4,88.8889,0.0,0.0,0.0,100,XS,20.7147,57.9685,,70.4654,21.3977,59.0658,,69.4825
AL-2810,AL,2810,Crossville VFD,Combo,123,105,40,0,15.0579,31.25,,0.0,0,0.0,,,,0.0,0.0,100,XS,61.5072,35.6031,,20.1551,63.0605,36.961,,19.9532
AL-2501,AL,2501,Cullman FD,Career,213,136,49,0,15.0798,63.1579,17.3666,382500.0,33,154.9296,2,9.3897,100.0,7.3529,7.3529,100,XS,61.3682,72.6634,63.0705,50.4518,62.9337,72.965,64.9702,49.7548
AL-6202,AL,6202,Dadeville FD,Volunteer,74,47,16,0,13.7042,50.0,,0.0,33,445.9459,2,27.027,6.0606,0.0,0.0,100,XS,69.0323,57.9685,,69.3413,70.4438,59.0658,,68.3297
AL-508,AL,508,Daphne Fire Department St2,Career,240,93,46,0,11.6565,76.4706,15.2961,718000.0,60,250.0,4,16.6667,83.3333,53.7634,0.0,100,XS,79.822,83.5895,65.6765,57.4959,81.0202,83.2331,67.544,56.4293
AL-5925,AL,5925,Davis Lake FD,Volunteer,20,16,7,0,11.85,25.0,,0.0,20,1000.0,2,100.0,0.0,0.0,0.0,100,XS,78.8459,31.132,,87.2782,80.1066,32.3936,,86.8313
AL-5201,AL,5201,Decatur Fire Rescue,Career,438,349,163,0,13.6644,62.6667,6.8484,851294.0,113,257.9909,12,27.3973,100.0,2.8653,0.0,100,XS,69.2714,72.5409,77.6127,58.1002,70.6859,72.8925,78.7407,57.0325
AL-4801,AL,4801,Demopolis FD,Combo,49,37,14,0,8.7959,71.4286,2.9703,15000.0,0,0.0,,,,27.027,0.0,100,XS,92.7141,80.0755,86.0113,20.1551,92.9568,79.8611,86.5639,19.9532
AL-4811,AL,4811,Dixons Mill VFD,Combo,48,43,21,0,25.1875,21.0526,,2000.0,0,0.0,,,,0.0,0.0,100,XS,18.7291,28.499,,20.1551,19.3573,29.6884,,19.9532
AL-5006,AL,5006,Douglas VFD,Volunteer,83,70,20,0,19.4337,21.4286,,0.0,19,228.9157,1,12.0482,0.0,0.0,0.0,100,XS,39.7052,28.5818,,55.9499,40.9395,29.7713,,54.9016
AL-1406,AL,1406,East Chilton Vol Fire Rescue,Volunteer,70,56,14,0,36.5441,42.8571,,0.0,21,300.0,2,28.5714,0.0,0.0,0.0,100,XS,2.8142,48.5527,,61.1323,2.9164,49.9102,,59.9724
AL-4405,AL,4405,East Limestone VFD,Combo,27,19,7,0,24.7308,25.0,,330300.0,0,0.0,,,,0.0,0.0,100,XS,20.0111,31.132,,20.1551,20.6686,32.3936,,19.9532
AL-2903,AL,2903,Eclectic VFD,Volunteer,60,43,12,0,15.875,50.0,,0.0,32,533.3333,2,33.3333,12.5,23.2558,0.0,100,XS,57.1413,57.9685,,73.5683,58.6801,59.0658,,72.6676
AL-3115,AL,3115,Egypt VFD,Volunteer,20,19,2,0,11.3684,50.0,,0.0,18,900.0,2,100.0,0.0,0.0,0.0,100,XS,81.4266,57.9685,,85.0381,82.5504,59.0658,,84.5115
AL-1901,AL,1901,Elba FD,Combo,133,85,39,0,30.5758,62.5,,0.0,25,187.9699,1,7.5188,,0.0,0.0,100,XS,8.1424,72.17,,52.9886,8.4265,72.5228,,52.0492
AL-510,AL,510,Elberta VFD,Volunteer,96,58,14,0,26.6105,40.0,,0.0,28,291.6667,3,31.25,0.0,0.0,0.0,100,XS,15.1835,45.9893,,60.5035,15.6888,47.4088,,59.3635
AL-1407,AL,1407,Enterprise FD,Combo,46,41,15,0,14.0455,11.1111,24.8362,257800.0,0,0.0,,,,0.0,0.0,100,XS,67.2581,23.604,55.8736,20.1551,68.7147,24.6165,57.8159,19.9532
AL-601,AL,601,Eufaula FD,Combo,201,64,25,0,8.2872,40.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,94.4716,45.9893,,20.1551,94.5476,47.4088,,19.9532
AL-3501,AL,3501,Eutaw VFD,Combo,18,17,10,0,16.3889,20.0,,113000.0,0,0.0,,,,0.0,117.6471,100,XS,54.4355,27.5121,,20.1551,55.9452,28.6657,,19.9532
AL-502,AL,502,Fairhope VFD,Combo,248,92,44,0,17.358,65.0,87.7518,3005500.0,0,0.0,,,,0.0,0.0,100,XS,49.3715,73.5312,20.4699,20.1551,50.8069,73.618,21.7828,19.9532
AL-4101,AL,4101,Florence FD,Combo,328,226,75,0,10.7623,62.5,,0.0,0,0.0,,,,8.8496,4.4248,100,XS,84.4883,72.17,,20.1551,85.4063,72.5228,,19.9532
AL-503,AL,503,Foley Fire Department,Volunteer,299,98,33,0,15.8861,50.0,,0.0,44,147.1572,3,10.0334,31.8182,0.0,0.0,100,XS,57.0857,57.9685,,49.8476,58.6225,59.0658,,49.1854
AL-5706,AL,5706,Fort Mitchell VFD,Combo,22,16,2,0,31.1818,50.0,31.5789,60000.0,0,0.0,,,,0.0,0.0,100,XS,7.3721,57.9685,49.7975,20.1551,7.634,59.0658,51.8104,19.9532
AL-517,AL,517,Fort Morgan VFD,Combo,29,15,6,0,16.1379,75.0,5.6021,165000.0,0,0.0,,,,0.0,0.0,100,XS,55.6229,82.3309,79.8812,20.1551,57.1585,81.9894,80.9365,19.9532
AL-2801,AL,2801,Fort Payne FD,Career,109,90,27,0,10.5872,38.4615,,0.0,44,403.6697,4,36.6972,100.0,0.0,0.0,100,XS,85.3671,44.5055,,67.0931,86.2075,45.9335,,66.0127
AL-2908,AL,2908,Friendship VFD,Volunteer,68,54,24,0,25.6119,25.0,,0.0,24,352.9412,1,14.7059,0.0,18.5185,0.0,100,XS,17.5306,31.132,,64.0827,18.1153,32.3936,,62.9179
AL-4304,AL,4304,Friendship VFD,Combo,90,67,30,0,24.3111,38.4615,58.0616,228670.0,0,0.0,,,,29.8507,0.0,100,XS,21.307,44.5055,32.9328,20.1551,22.0115,45.9335,34.7535,19.9532
AL-111,AL,111,Fultondale FD,Combo,110,64,24,0,9.9612,20.0,95.063,356201.0,0,0.0,,,,0.0,0.0,100,XS,88.337,27.5121,17.8099,20.1551,88.9798,28.6657,19.0054,19.9532
AL-2811,AL,2811,Fyffe VFD,Volunteer,40,28,8,0,12.0256,80.0,,0.0,9,225.0,1,25.0,0.0,0.0,0.0,100,XS,77.9366,85.0136,,55.675,79.2219,84.5875,,54.6226
AL-3401,AL,3401,Geneva VFD,Volunteer,80,66,22,0,30.575,20.0,74.8266,377500.0,35,437.5,1,12.5,0.0,0.0,0.0,100,XS,8.1479,27.5121,25.5469,68.8514,8.4323,28.6657,27.0903,67.8336
AL-5005,AL,5005,Grant VFD,Volunteer,49,44,15,0,22.6735,12.5,0.8527,215000.0,35,714.2857,1,20.4082,0.0,22.7273,0.0,100,XS,26.8799,23.9981,93.2892,80.1524,27.7752,25.0276,93.282,79.4577
AL-707,AL,707,Greenpond VFD,Volunteer,90,77,18,0,21.1889,30.0,,0.0,35,388.8889,3,33.3333,11.4286,0.0,12.987,100,XS,32.0968,35.007,,66.2874,33.1412,36.3702,,65.1841
AL-1001,AL,1001,Greenville FD,Combo,149,45,17,0,12.9485,25.0,58.845,620550.0,0,0.0,,,,0.0,0.0,100,XS,73.1535,31.132,32.4737,20.1551,74.5533,32.3936,34.3027,19.9532
AL-504,AL,504,Gulf Shores FD,Career,101,63,25,0,10.551,53.8462,,1053505.0,73,722.7723,3,29.703,65.7534,0.0,0.0,100,XS,85.6229,65.0924,,80.4409,86.4496,66.1035,,79.7565
